نزور أقاربنا كثيراً إلى حد ما .	MSA	LINEEND
ميكي هاياكاوا . هذه غرفة سبعة صفر اثنين .	MSA	LINEEND
علي أن أمكث هنا الليلة ، أليس كذلك ؟ هل يمكنك مساعدتي حجز غرفة بفندق ؟	MSA	LINEEND
يجب أن لا تكون طويلة . خمسة عشر دقيقة في الأغلب .	MSA	LINEEND
هل يمكنك أن تخبرني بقيمة هذه المكالمة ؟	MSA	LINEEND
حسنا ، هل يمكنك أن تخبرها أنني اتصلت ، من فضلك ؟ سأتصل بها مرة أخرى فيما بعد .	MSA	LINEEND
هل توجد أية جولة صباحية ؟	MSA	LINEEND
هل تغير عملات أجنبية ؟	MSA	LINEEND
أن يمكنني أن أشتري لفة من الفيلم ؟	MSA	LINEEND
هل لديك بيرة يابانية ؟	MSA	LINEEND
أريد تسجيل أمتعتي .	MSA	LINEEND
هذه السيدة كاوازو في غرفة رقم ستة عشر أحدى عشر .	MSA	LINEEND
مرحباً بك .	MSA	LINEEND
أيهما أكثر أهمية للشعب الياباني , عيد رأس السنة أم عيد الكريسماس ؟	MSA	LINEEND
لحظة من فضلك .	MSA	LINEEND
من فضلك أكمل البيانات الناقصة في التقرير .	MSA	LINEEND
منذ أمس .	MSA	LINEEND
تشمل تأمين ضد التصادم والدين .	MSA	LINEEND
هل لديكم دبابيس زينة ذات تصميمات رائعة ؟	MSA	LINEEND
إنني أتصل من كشك عمومي في ماسي .	MSA	LINEEND
كم أجر الانتظار في الساعة ؟	MSA	LINEEND
سيداتي سادتي ، لدينا على متن رحلتنا اليوم مضيفين يتحدثون اليابانية يمكن التعرف عليهم من خلال الشارة التي يلبسونه . إذا كنت تعرف أي شخص يريد مساعدة في الترجمة ، من فضلك دعنا نعرف .	MSA	LINEEND
هل توجد أي حقبة معينة للفن تفضلها ؟	MSA	LINEEND
من فضلك تحقق منها مرة أخرى .	MSA	LINEEND
سر في خط مستقيم على طول النهر حوالي نصف ميل . ستصل للمتنزه .	MSA	LINEEND
حسناً ، سأرسلها لك إلى لاس فيجاس .	MSA	LINEEND
أبحث عن قميص للجري .	MSA	LINEEND
هل تود شرب شيئاً من الحانة ؟	MSA	LINEEND
من الأفضل أن تستقل قطار الثامنة والنصف .	MSA	LINEEND
الآن موسم جمع المحار ، لذلك سيكونون في حالة جيدة .	MSA	LINEEND
أريد ساعة مستعملة .	MSA	LINEEND
سأقوم بتسجيل الدخول في تمام الساعة الثامنة مساءاً تقريباً .	MSA	LINEEND
الوقت يتأخر . يجب أن أرحل .	MSA	LINEEND
لم أستخدم خدمة الغسيل عندكم . أيمكنك التحقق مرة أخرى ؟	MSA	LINEEND
أريد شاي من فضلك .	MSA	LINEEND
كلاً ، لا يوجد .	MSA	LINEEND
هل هذه هي آخر محطة ؟	MSA	LINEEND
لنتصل به .	MSA	LINEEND
هل هذا المتبل حار ؟	MSA	LINEEND
أين يمكنني أن أستقل حافلة لمشاهدة المعالم ؟	MSA	LINEEND
أجل ، أريد مشاهدة معالم المدينة .	MSA	LINEEND
شكراً على كرم ضيافتك .	MSA	LINEEND
الأمانة هي السياسة المثلى .	MSA	LINEEND
هل لك أن توقظني في تمام السادسة من فضلك ؟	MSA	LINEEND
كم السعر لنصف يوم ؟	MSA	LINEEND
أنا كينجي .	MSA	LINEEND
هل تعرف أي أماكن جيدة لمشاهدتها في شيكاجو ؟	MSA	LINEEND
حسناً ، في حالة إصرار كليكما , سأذهب معكما .	MSA	LINEEND
أريد القيام بحجز للساعة الثالثة والنصف ظهراُ .	MSA	LINEEND
خزينة الودائع , من فضلك .	MSA	LINEEND
من فضلك أحضر نبيذاً مناسباُ .	MSA	LINEEND
هل مطلوب منى دفع ثمن الغاز ؟	MSA	LINEEND
لص . أمسكوا به .	MSA	LINEEND
من فضلك أعطني بعض النقود الفكة .	MSA	LINEEND
إنها صغيرة الجسم وذكية .	MSA	LINEEND
مقلي من فضلك .	MSA	LINEEND
غسيلي لم يرجع حتى الآن .	MSA	LINEEND
على فكرة , هل أنت غير مشغول السبت القادم ؟	MSA	LINEEND
حسناً ، إذن , ربما سننسجم مع بعضنا .	MSA	LINEEND
إنها عاملتني كما لو كنت متسولاُ .	MSA	LINEEND
أفهم . هل يمكنك مساعدتي في هذا المشكلة الأخرى أيضاُ ؟	MSA	LINEEND
هل يمكنك وضع عدسات نظر في هذا النظارة الشمسية ؟	MSA	LINEEND
يا لها من كلاب ذكية . من أي فصيلة ؟	MSA	LINEEND
وقعت منى الشوكة . من فضلك أحضر واحدة أخرى .	MSA	LINEEND
كان هذا ممتعاً .	MSA	LINEEND
بالتأكيد . سر في خط مستقيم ثم اتجه يميناُ عند الناصية الثالثة . ستجده على يمينك .	MSA	LINEEND
أتعرف كاثي ؟ إنه عيد ميلادها .	MSA	LINEEND
هل لديك لوحة موضوع عليها الألوان ؟	MSA	LINEEND
لكن ، هو , يا رجل كيف أعرف أنه الشيء الحقيقة ؟	MSA	LINEEND
هل يمكنني شرائها معفاة من الضرائب ؟	MSA	LINEEND
لا يمكنني وضع الأمتعة تحت المقعد . هل لك أن تحتفظ بها لأجلي من فضلك ؟	MSA	LINEEND
هل يمكن أن تضع حقيبة السفر هذه في صندوق السيارة .	MSA	LINEEND
أنا خارج الآن . لذلك سآخذها .	MSA	LINEEND
من فضلك أرسل أحداً للطابق العلوي ليأخذ حقائبي الساعة السادسة والنصف .	MSA	LINEEND
ما نوع الخبز لديكم ؟	MSA	LINEEND
أين المصعد ؟	MSA	LINEEND
هل يوجد أحد يستطيع العزف على البيانو ؟	MSA	LINEEND
شكراً . لكنني لا أعتقد أن عندي وقت للإقامة لمدة ليلتين . هل يمكنك حجز غرفة بسريرين لي في ذلك الفندق ليلة الثاني عشر من مارس فقط ؟	MSA	LINEEND
لم نقرر بعد .	MSA	LINEEND
تعثر صديقي والتوي كاحله .	MSA	LINEEND
سأجرب بعضاً من الشراب المثلج .	MSA	LINEEND
هل يوجد مطعم تايلاندي قريب من هنا ؟	MSA	LINEEND
إنها بجور ذلك المبنى المرتفع . لذلك ارجع في نفس الطريق الذي أتيت منه حتى إشارة المرور . ثم اتجه يساراً .	MSA	LINEEND
علي أن ألحق طائرة متجهة للوس أنجليس باكر صباح غد .	MSA	LINEEND
إذاً يمكنني بكل ثقة أن أزكي برج مدينة سان فرانسيسكو . فهذا يعطيك فكره عن سان فرانسيسكو .	MSA	LINEEND
أريد الحصول على تأمين .	MSA	LINEEND
تريد أن تشتري ثوبا .	MSA	LINEEND
كم أجرة التاكسي حتى هذا الفندق ؟	MSA	LINEEND
أين الحمام ؟	MSA	LINEEND
هل يكلفني دخول هذا المبنى أي أموال ؟	MSA	LINEEND
قم بها بطريقتك .	MSA	LINEEND
النافذة محشورة .	MSA	LINEEND
نصف أوقية من شانيل رقم خمسة من فضلك .	MSA	LINEEND
ما رأيك في بعض القهوة ؟	MSA	LINEEND
هل أنا بحاجة إلى تذكرة ؟	MSA	LINEEND
ما هي تكلفة الخدمة تقريبا ؟	MSA	LINEEND
كم المدة التي يستغرقها من هنا ؟	MSA	LINEEND
كريمة وسكر ؟	MSA	LINEEND
هل ثمة تخفيضات للأعضاء المشاركين ؟	MSA	LINEEND
هل هناك قطار فائق السرعة في التاسعة والنصف ؟	MSA	LINEEND
دعني افحص سائل الفرامل والمحرك . يبدو أن محرك سيارتك قد أوشك علي التوقف .	MSA	LINEEND
لم يكن خطئي .	MSA	LINEEND
لا كهرباء .	MSA	LINEEND
سوف أبلغ الشرطة بذلك .	MSA	LINEEND
هل سيحاسب كل واحد منا على مشروباته منفردا ؟	MSA	LINEEND
في أي مكان من ثلاثين حتى خمسين دولارا لليلة .	MSA	LINEEND
من فضلك ، اصلح هذه .	MSA	LINEEND
في أيام السنة الجديدة . وفي مناسبات خاصة مثل حفلات الزواج ومراسم منح الجوائز أو في العزاء .	MSA	LINEEND
لماذا لا تعطيها هدية ؟	MSA	LINEEND
لقد انتقدتني ضمنا .	MSA	LINEEND
يمكن أن أحضر في الساعة الثانية .	MSA	LINEEND
هل هذه هي حقائب الرحلة جال صفر واحد ؟	MSA	LINEEND
هذه هي رحلتي الأولى إلى باريس .	MSA	LINEEND
هل لك أن تقدر التكلفة قبل أن تبدأ العمل فيها ؟	MSA	LINEEND
تعالى ، من فضلك .	MSA	LINEEND
متي سنستقل القارب ؟	MSA	LINEEND
ليس لدينا حقيبة لمثل هذه الكمية ولذلك سأضعها في هذه الحقيبة البلاستيكية الكبيرة .	MSA	LINEEND
أود لعب التنس .	MSA	LINEEND
يوجد عصير أناناس وبرتقال وطماطم .	MSA	LINEEND
الجانب الأيسر من هذه الدور بجوار المصعد .	MSA	LINEEND
ما رأيك في مشاهدة فيلم آخر ؟	MSA	LINEEND
من فضلك ، بدلي شيك المسافرين إلي نقود .	MSA	LINEEND
ربما أعطيك إجابة أفضل من تلك بعد عرضين .	MSA	LINEEND
ما هي المسرحيات الموسيقية المعروضة حاليا ؟	MSA	LINEEND
هل لديك مرآة ؟	MSA	LINEEND
سوف آخذ هذه ، من فضلك .	MSA	LINEEND
لا يمكنك جلب الألعاب النارية إلى كندا .	MSA	LINEEND
ما أروع زوجتك من طاهية .	MSA	LINEEND
هل تريد أي مساعدة ؟	MSA	LINEEND
هلا حجزت لي تاكسي الساعة السادسة صباح غد , من فضلك ؟	MSA	LINEEND
ماذا تفضل مع طبقك الرئيسي .	MSA	LINEEND
هذا المكان مكتظ بالناسب ، أليس كذلك ؟	MSA	LINEEND
عفواً . ستكون جاهزة في غضون خمس دقائق .	MSA	LINEEND
عانيت من ألم في الرقبة أثناء نومي ؟	MSA	LINEEND
نعم ، لا توجد مشكلة . هل من الممكن أن أرى جواز سفرك ؟	MSA	LINEEND
متى يتعين علي أن أكون في المحطة ؟	MSA	LINEEND
هناك مطاعم كثيرة قريبة من هنا .	MSA	LINEEND
بجوار حجرة الإيداع .	MSA	LINEEND
إنه لمن دواعي السرور أن أتحدث معك .	MSA	LINEEND
لقد تمتعت بإقامتي . شكراً لك .	MSA	LINEEND
الشاطئ أسفل يمينا . ياله من منظر رائع .	MSA	LINEEND
شكراً لك على الانتظار ، يا أستاذه مكجوير . هاك هو . امض من فضلك .	MSA	LINEEND
هل لديك أي صورة لبطاقة هوية ؟	MSA	LINEEND
سبعاً ، من فضلك .	MSA	LINEEND
أريد أن أرسل هذا إلى المغسلة . متى ستكون جاهزة ؟	MSA	LINEEND
لقد خلعت البنطلون .	MSA	LINEEND
نعم . تم نقل أمتعة شخص آخر إلى غرفتي تواً . من فضلك ، هل من الممكن أن تقوم بفحصها ؟	MSA	LINEEND
هل من الممكن أن تفصل أكثر ؟	MSA	LINEEND
هل استرحت في نومك ؟	MSA	LINEEND
هلا ضغطت على زر مصراع النافذة ؟	MSA	LINEEND
مفتاحين من فضلك ؟	MSA	LINEEND
في نهاية الممر .	MSA	LINEEND
هل سنذهب بالحافلة ؟	MSA	LINEEND
هل قلت إنك ستغادر إلى طوكيو غدا ؟	MSA	LINEEND
يجب أن أنتقل إلى عربة مكيفة واحد صفر صفر . هل هذا ممكن ؟	MSA	LINEEND
