ماكاينش مكعبات الثلج .	RAB
حتا شي كرسي ممحجوز ، يمكن ليك تاخذ أي مقعد بغيتي .	RAB
شو بقدر أعملك ؟ عندك شي مشكلة ؟	BEI
كانت عشرين دقيقة لتالي .	TUN
موش مخطرة ماكلتهم ؟	TUN
في فندق صغير قريب من هني ؟ ارسم لي خريطة لو سمحت .	DOH
حسناً . إنها عشرون ، أربعون ، ستون ، ثمانون ، تسعون ، خمسة وتسعون ، ستة ، سبعة ، ثمانية ، تسعة ، مائة .	MSA
لا , نحن أيضا نقبل الطلبات التي ترغب فيها .	MSA
يعيشك إبعث إطرد هذا لليابان .	TUN
رح يكون معفا من الضريبة إزا ببعتو عاليابان من هيدا المحل ؟	BEI
شكون لي غادي تاخد وقت أكثر ؟	RAB
اشكون كيشطح ؟	RAB
يا له من يوم بهيج .	MSA
قسمه على ورق اصغر ، من فضلك .	CAI
علاش متاقفش شوية ؟	TUN
اكرهك .	DOH
واش يمكن ليك تحط هاد الصاك فبلاصة أخرى ؟	RAB
بفتكر أنو لتقيت فيك من قبل . أنا كينيشي يامادا من نانيو للتكنولوجيا .	BEI
لم أتناول وجبة طعام من قبل . أود أن آخذها الآن .	MSA
هو مريض . عيشك اطلبلو طبيب .	TUN
حتكون حوالي تلت ساعة .	CAI
أعطيني شوية خبر زيادة ، يعيشك .	TUN
مع إن بحب التمبورا ، بس مش باكل سوشي كتير . معظم الناس مش متعودة تاكل سمك ني .	CAI
ديني للمسرح ، عافاك .	RAB
أنا غادي نخرج غدا .	RAB
من أين سوف نغادر ؟	MSA
افحص الإطارات من فضلك .	MSA
تقدر تكون المصرانة الزايدة .	RAB
طريق يخرجك على بحيرة .	TUN
إيوا ، اه و لا .	RAB
عاوز لحم ضاني ز .	CAI
للأسف مابنعملش كدة . بس انا متأكد انك حتستمتع بالعشا الخاص بتاعنا .	CAI
انا احب التاريخ ، عشان جذي ابغي ازور الأماكن التاريخية .	DOH
عايز أمون العربية من مضخة حمسة ، من فضلك . و ادي عشرين دولار .	CAI
عن اذنك ، فيك تئلي شو هيدا الصنف اللي بقائمة الطعام ؟	BEI
البطاقة اللي تفتح مكفوسة . ممكن تعطيني وحدة ثانية ، لو سمحت ؟	DOH
في اكل في الجولة ؟	DOH
إذا تقص ، تخرج من المسار .	TUN
ادور دباسة .	DOH
في محل تحويل قريب ؟	DOH
عندي دوار بحر . هل لي ببعض الأدوية .	MSA
تحجز طاولة لزوز مالناس في المطعم هاذاكا الليلة مع الستة ؟	TUN
للأسف ، لا . هاد الشي كيتطلب شي حاجة أكتر طاقة .	RAB
سلام . ممكن تقولي إزاي ممكن أجيب تذاكر للعبة النهاردة ؟ احنا هانفضل في منهاتن دلوقتي .	CAI
ممكن تعيد اصدارهم . ؟	DOH
علاش متحبش تحط فيه شوية فلفل ؟	TUN
على اسعار اليوم ، بيوصل لهالقد .	DOH
الركوب ديال رحلة خطوط طيران يونايتد نومرو واحد سبعة خمسة بش يتأخر . أمان إستناو عشرة دقايق .	TUN
أنا أقدر أعملها لوحدي .	CAI
هون محل ما بروح عالشنطات الضايعة ؟	BEI
متى ينتهي العرض المسائي ؟	DOH
شويه ميه ، من فضلك .	CAI
ما في كتير شباب حلوين ، ما هيك ؟	BEI
عغراند اوتيل .	BEI
بغيت اتصل في طوكيو ، لو سمحت .	DOH
فيلم رعب ؟	TUN
إنها بنهاية الممر الموجود بالطابق السابع . أركب المصعد الموجود على يمينك من فضلك .	MSA
قداش لزم تخلص المعلم ؟	TUN
ممكن اشوفه ، لو سمحت . انت تستخدمه من اليوم ؟	DOH
أي قواعد خاصة ؟	CAI
بأذاكر علشان اكون عالم .	CAI
تحبه منغير جمارك ؟	CAI
مرضت بدوخة البحر . تنجم تجيبلي طبيب ؟	TUN
عايز أخرج دلوقتي . ممكن تاخد شنطي تحت ؟	CAI
عطني وقت افكر فيه .	DOH
جيت نزور واحد الصديق ف اليابان .	RAB
عايز احجز في عربية نوم عالقطر اللي رايح مدريد بليل .	CAI
باقترح إنك تغير هدومك وترجع ، يا استاذ .	CAI
لو سمحت ، وين الشرطي ؟	DOH
هاديك اتنين دولار عشان تخليهم ميتين دولار .	CAI
غادي تكري غولفا ؟	RAB
هل يمكنني الحصول مفك ؟	MSA
هوي عالتنزيلات هلق ؟	BEI
بغيت واحد القهوة قاصحة .	RAB
فيني حرارة عالية .	DOH
أين أقرب محل موسيقى ؟	MSA
وقتاش يبدا تسجيل ؟	TUN
شوب . فيك تعمل شي ؟	BEI
شكرا الك . فيك تفرجيني صنادل ستة و نص دي ؟	BEI
الدفاية مش شغالة والأوضة برد أوي .	CAI
صوتك سيكسي اوي في التليفون .	CAI
هو فيه أتوبيس من المطار لوسط المدينة ؟	CAI
في حلاق بالأوتيل ؟	BEI
وقت الطلوع لطيارة رحلة خطوط طيران يونايتد مية وخمسة وسبعين تاجل . عافاك اتسنى عشرة دقايق .	RAB
إذا بتريدزبطلي هالفيلم و ظهرو .	BEI
من فين اركب اتوبيس رقم تسعه ؟	CAI
إنت حال نهار الأحد ؟	TUN
المنزل يبدو مريحاً للإقامة فيه .	MSA
ماذا عن عشرة دولارات مقابل ثلاثة ؟	MSA
شحال تمن الغرفة لليلة وحدة ؟	RAB
عذراً ، ولكن في أي تقاطع نحن الآن ؟	MSA
شنو تشرب ؟	DOH
نعم . إنه يُقيم في اثني عشر أربعة وثلاثين طريق جيوس .	MSA
بارك الله فيك .	DOH
نجم نقعد في طيارة مدمنا نستناو ؟	TUN
ممكن تغير هذي تعطيني مقاس اكبر ؟	DOH
عندي عجلة عايزة تتنفخ .	CAI
سمحلي برزطتك ، ولايني محتاج لموساعادا ، عفاك .	RAB
ونتهرقت فيدك ؟	TUN
المطار ده حلو جدا . انت فخور بيه ، اعتقد .	CAI
كان شديت صحيح ، ناخذو بسوم أرفق .	TUN
ممكن تساعدني الاقي شنطي ؟	CAI
إسمك ايه ؟ والرتبة الرسمية ؟	CAI
بغيت قرعة ديال الماء المعدني .	RAB
أريد أن أحجز على رحلة شركة الخطوط اليابانية رقم واحد إلى طوكيو في العاشر .	MSA
هيدي فاتورتك .	BEI
مفماش صابون في بتي .	TUN
الرسمين البيانيين دول بيوضحوا التغييرات في حصتنا في السوق .	CAI
منين نجم ناخو كار باش نمشي لبوسطن ؟	TUN
ايه ، رح يكون فيه دليل بيحكي ياباني .	BEI
ده جرنان غلط .	CAI
من فضلك شوية شراب احمر ؟	TUN
في بس السواق بالباص ، ما في مساعد .	BEI
هيدي صورة عن بطاءتي .	BEI
نحب نمشي لبراودواي .	TUN
بغيت ارسل بطاقة بريدية . ممكن تعطيني طابع ؟	DOH
واخا تشد ليا هاد البلاصة ؟	RAB
فيني صخونة خفيفة وبعد احس بألم خفيف في صدري لما اكح .	DOH
بسلامة .	RAB
ممكن تضرب لي الرقم ؟	CAI
فين يمكن لي نصرف فلوسي ؟	RAB
البطارية فاضية .	CAI
النيرة كتير ملتهبة .	BEI
شو هالحفلة الموسيئية الرائعة . حبيتا ؟	BEI
نجم نوضح هذا ؟	TUN
هل هناك حافلة ؟	MSA
أيي بيضاين أكتر ؟	BEI
خل هذي الشناط عندك لي خمس العصر ، لو سمحت . ممكن تعطيني رصيد ؟	DOH
فيه اى طيارات تانية متاحة النهاردة ؟ لازم اكون في لوس انجلوس النهاردة بليل .	CAI
شحال النسبة العامة ديال غاع الرسوم اللي دايرين ؟	RAB
عندك سخانة ؟	TUN
هذي مافيه كحول ، فتقدر تسترخي لأن في تهيج بسيط .	DOH
ما دامني جيت هذا الكل لسافي رو ، حقني نخيط كسوة .	TUN
قول مرة ثانية ؟	DOH
أي ساعة رح تمضي الكتاب ؟	BEI
عشرين دولار في الساعة ، اختار .	DOH
اوه ، نتا دكي بزاف ، ياك ؟	RAB
رايح نام . بتجبلي وجبتي بعدين ؟	BEI
انا بتكلم إنجليزى شوية .	CAI
النسوان يلبسوا .	BEI
ياخي عندك جولة نهار كامل ؟	TUN
نحب نعطيك دمية من كيوتو .	TUN
فماش مكتبة .	TUN
محتاج تصريح صيد ؟	CAI
كل شي تمام .	DOH
سواري في سوق هذا رخاص برشة .	TUN
ورني جواتي بنية .	DOH
نحب كاس ماء ، يعيشك .	TUN
قداش سوم روليت ؟	TUN
فينا هو جناح الرجال ؟	RAB
كاين شي طوبيس ؟	RAB
عشرين الف يان ، عيشك .	TUN
قداش حتى لبرج لندن ؟	TUN
هاي ، انا  جاي عالطريق لاخدك ، فا خلينا نلتقى بعظ حوالي خمستعشر دقيقة .   .	BEI
بالتأكيد . أوض اللبس موجودة هناك .	CAI
عادية .	RAB
فيي شيلو ؟	BEI
مساءاً ، من فضلك .	MSA
انتبهوا لو سمحتوا .	DOH
بالحق ؟ الشطرنج اكثر لعبة تناسبني .	TUN
كانعرف مزيان باش كاتحس .	RAB
يوجد شيئ ما خطأ في السيارة . هل يمكنك أن تفحصها ؟	MSA
هاد الطوبيس غادي لمدينا ؟	RAB
هوي كتير منيح ليكون حقيقي .	BEI
عندي حوالي ميت دولار فيه .	CAI
عندك أي معدلات يومية .	CAI
في خفسة في الباب اليمين اللي قدام .	DOH
نتصور ضيق شوية .	TUN
بدي ستريو للسيارة ، إذا بتريد .	BEI
هل هو قريب من محطة قطار الأنفاق ؟	MSA
شتسوي ؟	DOH
بتنطق المحطة دي إزاي ؟	CAI
انا حأحتاج حجز ؟	CAI
انا ما اعرفش المبنى ده . بس دية أكيد السكة المظبوطة لحى اوياما .	CAI
بصراحة ، أنا جاتني عادتي الشهرية . كاين شي مشكل ؟	RAB
على العموم كانت رحلة مريحة مع شوية ديال الاضطراب .	RAB
تمام . رح خلص شغل عالستة ، فشو رأيك عالسبعة ؟	BEI
باسبوري ضايع . اللي حصل إني لقيت مفيش باسبور في شنطتي . أنا لازم أررح طوكيو بكرة الصبح .	CAI
ما هي أقرب محطة لمركز لنكولن ؟	MSA
كا يعجبني مع شوية ديال الحليب و السكر .	RAB
متى تعتقد بأنّه سيتحسّن ؟	MSA
معدتي مضطربة . هل لديك دواءً جيداً ؟	MSA
وين موجود المركز التجاري ؟	TUN
اتركه طويلا .	MSA
احنا مهتمين بل موبل .	TUN
أوه ، بيل . كا تعجبني ، و لكن هادشي باراكا .	RAB
لست متأكداً .	MSA
أمان اعطيني شوية بلايص باش نكلم في صورة فما مشاكل .	TUN
حابب أروح لبرودواي .	CAI
معلوم . تبغي القهوة ديالك معا العشا ولا من بعد ؟	RAB
بدي إحجز أوضة بأوتيل بالمدينة .	BEI
الساعة كم بنمشي ؟	DOH
مرحبا ، وكالة العقارات ساماريتان .	BEI
عندك تعريفات في الجمعة .	TUN
حسناً . هل لنا بتذكرتين ؟	MSA
يعيشك ، كلمني غدوة في الصباح مع الستة بش تقيمني .	TUN
هل أستطيع أن التقط صوراً داخل المتحف ؟	MSA
ولد عام ألف وتسعمائة وستين .	MSA
أيه رأيك في طيارو ورق صناعة اسكوتلندي ؟	CAI
لا ، يعيشك . يزي إلي صار .	TUN
آسف ، هاد الرقم غالط .	RAB
عشرين أبريل .	CAI
اسمح لي ، عاد .	DOH
هل يتعين علىّ أن أعيد تأكيد حجزي ؟	MSA
ما هو الـ " جي . آر " .	MSA
قبل رابع شارع عقب كافيه ستاربكس .	DOH
كاتشوف البلاكة دالميترو لهيها .	RAB
ايه الحاجات الكويسة للبشرة الدهنية ؟	CAI
بغيت دكتور يجيني للغرفة ، لو سمحت .	DOH
هل هناك أي أثار جانبية ؟	MSA
قياسي ستة .	BEI
فطوري متاع الصباح مازال ما جاش . يعيشك جيبهولي توا .	TUN
إنت تقصد إيه بده ؟	CAI
بدي إلغي حجز الليلة .	BEI
نجم نستعمل تليفون ؟	TUN
بترشحلي اى رحلة يوم كويس ؟	CAI
انا جيت من فرنسا .	CAI
عندي اقل من خمسين دولار في الليلة .	TUN
هاد القياس هنا ، فالرسم التخطيطي .	RAB
فيك تئلي كيف بتصل بهالرأم ؟	BEI
فماش واحد فيكم اهنا   يتكلم انغليس ؟	TUN
منغير جبنة .	CAI
عندك شي ياوميا ديال الأحدات ؟	RAB
ممكن تكلم لي تكسي ، لو سمحت ؟	DOH
في كورس مدته أسبوعين ؟	CAI
انا مستعجل الحين .	DOH
عم عاني شوي من تعب السفر .	BEI
سيبدأ التوقيت الصيفي غدا في الولايات المتحدة ، إذا كنت متذكرا بشكل صحيح .	MSA
امشي علطول طوالي من غير ما تحود لحد ما توصل لفندق هوب .	CAI
هوي بيعرف إنو أنا هون ؟	BEI
هكاكة ساعة و نص .	TUN
هل يمكنك مساعدتي ، من فضلك ؟	MSA
عن اي منصة بيمشي الترين عيورك ؟	BEI
شنو داخله ذي ؟	DOH
ليس هناك إلا سائق في حافلة , من غير تبَّاع .	MSA
إنه يتحرش بي .	MSA
فيك تلف هيدي كهدية ؟	BEI
انا بطالي .	RAB
عندكم لحلوا . مصاوبينو نتوما .	RAB
ده بييجي مع ضمان مدى الحياة .	CAI
فما حاجة تتشرب فل باتوا ؟	TUN
متى يمكنني أن أحضر لكي أراه ؟	MSA
يبدو أن شخصا ما أخذ أمتعتي .	MSA
ممكن تشغل الكنديشن ؟	DOH
المتنزه هذا ديمة معبي بالعباد .	TUN
إيه ، نلوج على كبوط .	TUN
انجم انخلي الكرتة هذي لتحل ؟	TUN
دور عاليسار يعيشك .	TUN
ناشف ، عافاك .	RAB
عندك حاجة تثبت هويتك مع تصويرة ؟	TUN
حسناً , سأفكر في الأمر .	MSA
اللي ب خمسمية دولار ، صح ؟	CAI
تيستوردو السيديات ؟	RAB
كل شكثر يمشي باص الهايدبارك ؟	DOH
عندي جوج قراعي ويسكي .	RAB
بعدو المايك أب عوجي ، فيك تعطيني منضف منيح للوج ؟	BEI
ايديا وارمة .	CAI
الإسم عالشمال .	BEI
إيه رقم البوابة بتاع الخطوط الجوية اليابانية اللي رايح طوكيو ؟	CAI
انا طلبت بلاصة ممنوع فيها الدخان وقتلي وصلت ، و هاذي بلاصة متاع مدخنين .	TUN
الخصر كتير كبير عليي . عندك منو هإياس أزغر ؟	BEI
أريد بعض الطعام الإيطالي .	MSA
مائدة لفردين في السادسة هذا المساء من فضلك .	MSA
وقتلي تهبط مل أسنسور توا إتشوفو على إيمنك .	TUN
غرفتي كتير ضجة .	BEI
كم ميل من هون ؟	BEI
لو سمحت عطني خريطة المدينة .	DOH
عندك خريطة مدينة حق هالمنطقة ؟	DOH
واش نقدرنعاون فأي حال ؟	RAB
عايز اخد حاجتي المهمه .	CAI
نجم نطيح فالكرسي ؟	TUN
لازم البس ربطة ؟	DOH
على خمسين دولار ؟	TUN
كوني حرة في استخدام مساحيق التجميل قبل أن تغادري .	MSA
لماذا هي ساخنة جداً ؟	MSA
فيينا .	DOH
اوه ، لأ - كل المحلات قافلة يوم الحد .	CAI
ممكن تبعتلي اسبرين ؟	CAI
قداش تحب من دولار ؟	TUN
باهي .	TUN
ما تقدر تاخذ هذي لليابان . مكتوب في اتفاقية واشنطن .	DOH
نخرج ليلة بكري برشا .	TUN
بجهزه لك على الأربع ونص .	DOH
مقعد عالتراس إذا بتريد .	BEI
بدي لون تاني إذا بتريد .	BEI
انسرأ جواز سفري .	BEI
أنا إسمي إليزابيت .	TUN
عاجبني جدا ، بس للأسف التصميم بتاعه مش حلو قوي . ايه رأيك في التانيين ؟	CAI
ياخي يلزمني نلبس لبسة رسمية ؟	TUN
أكيد ، إستاذ . إسمك ؟	BEI
في الربيع ، ورود الكرز في فناء بعض المعابد البوذية بتكون جذابه جدا ، اما في الخريف الاغصان الملونه لبامبو منطقة اريشياما بيعمل منظر في منتهى الجمال مع الهواء النقي و النهر الرقراق .	CAI
لويت معصمي .	TUN
شورت لاتيه ، لو سمحت .	DOH
السلام . معاك ياماشيطا ف التيليفون . بغيت نهدر معا السي سميت عفاك .	RAB
بيضايق صباعي شويه .	CAI
عندك جدول الألوان ؟	DOH
اي ، ممكن تصب المطر ليوم في القايلة .	TUN
بعد . رح اخد تشيز برغر و ايس تي وسط .	BEI
نلوج على برفوم .	TUN
ممكن أوطي الكرسي بتاعي ؟	CAI
أي ، هاك هنا .	TUN
انسرق بسبوري مع سبعين دولار .	BEI
قداش كبروا لمعمل ، بل ميترو ؟	TUN
في هالحالة ، روح مكتب الشكاوي وخذ معاك بطاقة الامتعة مالتك .	DOH
ده لأنهم مصنوعين من الحرير .	CAI
نحب عينة مل أرين متاعك .	TUN
محتاج مسكن للوجع .	CAI
بالمناسبة ، لازم البس ربطة ؟	DOH
في معالم تاريخية قريب من هني ؟	DOH
تقترح عليا اى مكان تاني يستاهل الزيارة ؟	CAI
بدي إحجز أوتيل إزا بتريد .	BEI
هيدا خط سان دييغو ؟	BEI
مع هالبرنامج ، المستخدمين يقدرون يسوون صفحات انترنت في اقل من عشر دقايق .	DOH
اسمي ساتو . أنا اتصلت منذ قليل . أود تسجيل دخولي الفندق ، فضلا .	MSA
أنا شبعان ، دلوقتي . لو ممكن ، تجبهولي كمان ساعة ونص ؟	CAI
بغيت نطلع معايا هاد الصاك للطيارة ، عافاك .	RAB
ايه هى عمليه شيل الزايدة ؟	CAI
لو سمحت ورني هذول اللي تسمونهم لعب تعليمية .	DOH
سيدات و انسات ، عمنعمل التحضيرات الأخيرة لننطلق عالوقت ، و رح نفل بعد دقايق .	BEI
لا أستطيع إيجاد هذا المخرج .	MSA
بوافقك الرأي ، تامين انو تاريخ كمالة المصنع فيها تكون مضمونة .	BEI
بتأمين ، لو سمحت .	CAI
قداش وقت بالبريد البري او البحري ؟	TUN
نسيتو ملي كنت كانتقدا . جايا ل شي قسماين دابا .	RAB
فين هوا الصالون ؟	RAB
دول ضيقين شوية .	CAI
ممكن تجيبلي شويه فلفل ، من فضلك ؟	CAI
مكن توريني ساعة اليد هذيج ؟	DOH
يخي دمية هذي للبيع ؟	TUN
عندك شي اضيق ؟	DOH
ممكن تطرشه اليابان اذا طلبته الحين ؟	DOH
فيه رجلة بحرية فيها غدا او عشا ؟	CAI
عفواً ، هلا أخبرتني كيف الذهاب إلى فندق فيرمونت ؟	MSA
يصير اقترح لي نصوت على هالموضوع الحين ؟	DOH
ايمتى مرضت ؟	BEI
واش كاينة شي آثار جانبية ؟	RAB
وقتاش تخرج الطيارة ؟	TUN
وقع هني ، لو سمحت .	DOH
ماكانهضر غير باليابانية .	RAB
في باص عالمدينة ؟	BEI
إزا بتريد عصور هيدا .	BEI
من فضلك سجل اسمي .	MSA
روح سيدة في هالشارع . روح ثلاث مجمعات عقب بتوصل الحديقة . المتحف داخل الحديقة .	DOH
اه عافاك . سميتي كوروساوا . حتى لإمتى يمكنك ليك يبقا حاجز التذكرة ديالي ؟	RAB
عافاك خلي عندك هاد الباكاج حتال التلاتة .	RAB
إزا إلت بس " مي " ما بجيبولك مي غازية ؟	BEI
هذا هو سنترال بارك ، صحيح ؟	TUN
باهي ، شنية الغلة الي تحبها ؟	TUN
ممكن تعطيني غرفة اكبر ؟	DOH
أيهما تفضل أكثر : القهوة أم الشاي ؟	MSA
عمبدرس لكون عالم .	BEI
لا أحتاج أي شيء .	MSA
أزاي و فين أدفع المصاريف ؟	CAI
بوصل الفندق في ثمانطعش سبتمبر .	DOH
تنجم تبعثلي جواب هذا ؟	TUN
واش كاي طلق اللون دغيا ؟	RAB
عندك أي كوكتيلات خاصة ؟	DOH
عايز دوا لعسر الهضم .	CAI
دار هذي تحسها مريحة باش تسكن فيها .	TUN
أنا هروح نادي صحي . هو ممكن أستخدمه براحتي ؟	CAI
اكيد . شنو هو ؟	DOH
فيي غير المقاعد ؟	BEI
بقدر آخد خريطة المنحدر ، إزا بتريد ؟	BEI
أنا رجعت .	TUN
ما هي أشهر مسرحية موسيقية الآن ؟	MSA
هل يمكنني أن أتناول بعض الحبوب ؟	MSA
تحصلهم في الطابق الثاني .	DOH
نحب نشري صيكان .	TUN
خود غراضك التمينة معك ، إزا بتريد .	BEI
لو سمحت بغيت كرسي على الممر في الوسط .	DOH
هل يمكن أن تحضر لي بطانية ؟	MSA
أزهار الخوخ تلقى إعجاباً في احتفال " دل " للفتيات في الثالث من مارس .	MSA
عندك وحود ما أكبر ؟	TUN
في شي معالم سياحية أريبة من هون ؟	BEI
انجم نكري كرهبة ؟	TUN
حاجة أكيدة ، روكهاد . حبيت هذا ؟	TUN
اثنين بطاطس ، وكولا . دولارين لو سمحت .	DOH
عايزه أنسيال .	CAI
ميتين وأثناش أربعا وتلاثين تلاثا وثمانين تلاثين صفر صفر .	TUN
الكاراتيه هيي طريئة إتال بالإيد بشكل أساسي فيا البوكسات واللبطات الإوايت ، هيي كمان وحدة من فنون الدفاع عن النفس اليابانية .	BEI
داكشي كان مضبب .	RAB
ايه انا ليه عمتسأل ؟	BEI
حسناً ، هل لك أن تعطيني التاريخ و رقم رحلة الطيران ؟	MSA
الكار هاذي تتعدا بشارع فيفث ؟	TUN
باش نمشي لل باب في كرسي إعاقة .	TUN
امشى على طول ، هتلاقيه على شمالك .	CAI
ممكن أحجز أوضه بسريرين لليله ديه ؟	CAI
ممكن اخلي شناطي في الدبة ؟	DOH
لقد مر وقت طويل منذ أن رأيتك .	MSA
ممكن تسكر الكنديشن ؟	DOH
تكتين لبكرا .	BEI
بيض مقلي .	BEI
ايه اجدد لون في الموسم ده ؟	CAI
كم اجرة الساعة ؟	CAI
الرقم هو صفر تلاته تلاته اتنين تلاته اربعة واحد اتنين تلاته اربعه .	CAI
هانكون مستنيينك بكرة ، أستاذ تاناكا .	CAI
مش بياكلو بيض نى في أميركا .	CAI
تحب تكري كرهبة ولا كميون ؟	TUN
امتى مفروض اسيب الاوضة ؟	CAI
سامحني ، أما منتصورش تصويرة هذي صحيحة .	TUN
شكله شوي مو مستوي .	DOH
ممكن تفسرلي الاكلة هاذي كيفاش ؟	TUN
اللون مقبول ، لكن المقاس غير صحيح . هل من الممكن أن تقوم بتغيرها في خلال ساعة ؟	MSA
هو مولود في ألف وتسعمية وستين .	DOH
اخاف ماعرف اغوص .	DOH
من بعد ما هجم عليا ، هرب في سيارة بيضا .	RAB
سأتناول طعامي هنا .	MSA
انت بتككلم كأنك شاعر ، مستر ايتا .	CAI
فين التواليت ؟	CAI
كاين بزاف دالرواح هاد الأيام .	RAB
غريب . شكله مخلوق فضائي .	DOH
فيي إخد تنين هوت دوغ معي لبرا ؟	BEI
عطيني كل مصرياتك .	BEI
ريح بش يولي قوي لعشية ؟	TUN
قداش وقت لزمنا نتستناو ؟	TUN
هل لي أن أفتح النافذة ؟	MSA
ممكن استخدم الحمام او الشور الليلة ؟	DOH
انا عادةً اروح السرير على الساعة عشر ، وسيده انام .	DOH
أندي حساسية من حبوب اللقاح .	TUN
إزا بتريد ظبطو بالوأت اللي بكون ضهرت في بكرا .	BEI
وقتاش القطار الجاي لبوسطن ؟	RAB
اوه ، شكراً . يالاه كنت كان قلب عليه .	RAB
نحب نحجز ملعب تنيس لساعة واحدة غدوة .	TUN
ممكن تعطيني سلطة ملفوف بدال ما انا اختار الخضرة اللي ابيها ؟	DOH
دلوقتي روح الجمارك .	CAI
المراهقين اليابانين بيهتمو بالموضه .	CAI
أود الحصول على هذه .	MSA
شنوة كان نومرو الطيارة متاعك ؟	TUN
فرحان حيت شفتك حتا أنا .	RAB
انا هني عشان اشوف رفيجي .	DOH
بدي كبر هالصورة عإياس جامبو .	BEI
إذًا فيي صرفو لشي تاني ؟	BEI
نحبو طاولة في الجزء الي يتكيفو فيه .	TUN
تمام ، صعب اني احدد . ده بيعتمد عالزحمة في الطريق الرئيسي . انت عارف انه زحمة قوي الطريق بيكون في الوقت ده .	CAI
كيف بقدر جيب البطاءات ؟	BEI
لو سمحت خل اغراضك تحت الكرسي .	DOH
نعم . ندوز ليك السيدة دوديت .	RAB
هي شنطة حمره مع بطاقة .	DOH
يعيشك خليني نمشي .	TUN
ايوه ، تقدر تشوفه بوضوح ، لأنه اليوم كويس النهاردة .	CAI
بطني عم يوجعني .	BEI
في شب للطابة .	BEI
بعتئد إنو هالزلمة كان لازم يوئف .	BEI
فقط دعني و شأني .	MSA
بدي بلسم للشعر .	BEI
هل تعرف أية أماكن حيدة للإقامة فيها في شيكاغو ؟	MSA
انا طلبته وسط ، كده مش كويس .	CAI
تجيبلي كريمة لقهوتي ؟	TUN
بدي فيلم لهيدي الكاميرا إذا بتريد .   .	BEI
فهمني غلط .	BEI
في شي محل قريب للصرافة ؟	BEI
لا مؤاخذة . للاسف انا تهت . ممكن توريني الطريق للمحطة ؟	CAI
هل تريدني أن أملأ البيانات ؟	MSA
ممكن تنقص ليا حيت غانبقا تلاتة الليلات ؟	RAB
تنجم تركبو قريب م الشباك ، يعيشك ؟	TUN
كلها اغراض شخصية .	DOH
لو سمجت خليك صبور و احنا بندور عليه .	CAI
